sample_music.csv   2 channels (stereo)
One column per channel.
Sample Rate: 8000 Hz. Sample values on dB scale.
Length processed: 6400 samples 0.80000 seconds.


-29.99342,-25.47807
-29.61643,-27.64461
-30.26568,-34.13128
-32.03272,-46.01212
-33.86564,-32.38950
-35.20675,-29.67275
-35.31427,-29.68891
-34.53150,-31.49867
-32.79620,-37.88547
-30.84644,-41.90988
-29.20143,-29.76201
-27.67021,-25.33482
-26.17788,-22.96934
-25.05049,-21.43435
-24.32321,-20.22230
-23.77409,-19.40038
-23.50805,-19.09891
-23.66427,-19.31422
-24.34941,-20.09274
-25.50800,-21.57621
-26.90376,-23.98120
-27.98349,-26.92139
-28.79076,-29.64052
-29.26282,-31.72062
-29.64052,-33.28383
-30.07759,-34.89196
-31.19524,-37.68012
-32.90092,-44.73393
-35.29883,-56.32960
-37.55920,-43.90607
-37.94804,-45.10757
-35.69335,-46.06525
-32.71561,-32.47825
-30.40507,-27.18407
-29.08749,-25.08850
-28.38471,-24.71566
-28.09720,-25.39381
-27.89094,-26.83945
-27.68946,-29.59240
-27.51771,-33.36989
-27.70232,-37.34180
-28.17159,-40.53798
-28.47566,-41.87692
-28.11068,-37.70044
-26.85110,-31.34074
-25.14583,-25.63385
-23.70072,-21.39380
-22.90244,-18.57950
-22.82503,-17.04252
-23.30792,-16.52815
-24.09938,-16.81545
-24.98907,-17.82955
-25.93304,-19.59046
-27.22661,-22.31206
-29.11016,-26.47998
-31.33096,-34.90669
-33.77455,-40.65153
-36.66610,-29.89349
-40.56623,-26.55295
-43.46055,-25.43832
-41.71395,-25.98040
-36.84858,-29.08749
-32.95965,-39.13483
-30.51111,-35.82348
-28.79806,-27.67021
-27.25712,-23.66023
-26.04396,-21.22125
-25.14104,-19.90719
-24.48606,-19.36335
-23.76182,-19.15885
-23.00298,-19.04650
-22.47971,-19.12763
-22.57545,-19.61325
-23.42115,-20.81011
-24.86288,-22.92097
-26.77560,-26.25923
-28.81998,-30.83721
-30.49334,-36.84858
-31.53860,-42.49030
-31.81308,-42.24659
-31.05215,-36.52282
-29.64857,-31.07109
-28.30159,-27.15986
-27.62546,-24.91407
-27.63184,-24.24076
-28.23292,-24.84897
-28.96014,-25.75126
-29.80288,-26.33586
-30.49334,-26.47439
-31.23380,-26.33036
-32.08585,-26.25378
-33.16235,-27.22661
-35.16108,-29.98505
-38.15990,-35.93896
-41.68172,-51.72062
-44.82584,-47.08164
-46.11870,-44.73393
-44.73393,-47.02194
-42.17820,-57.43995
-40.04465,-50.48448
-38.15990,-41.52234
-36.14058,-35.98893
-34.07750,-31.53860
-32.02214,-27.72165
-30.64550,-24.63393
-30.40507,-22.79938
-31.34074,-22.40247
-33.64606,-23.49219
-37.30285,-25.94354
-44.15908,-29.81929
-63.46055,-34.60240
-42.70477,-39.15885
-37.11067,-43.46055
-33.64606,-90.30900
-31.64938,-41.09104
-30.61845,-35.48597
-30.41386,-33.43189
-30.68169,-32.62442
-31.15685,-33.04254
-31.43911,-33.00692
-31.28225,-30.66357
-30.31769,-27.51142
-28.81267,-24.85361
-27.26935,-22.59687
-26.07058,-20.50702
-25.40862,-19.08697
-25.37903,-18.76376
-25.88593,-19.36828
-26.83945,-20.43984
-27.86468,-21.70750
-28.42657,-23.01798
-28.21926,-24.01901
-27.07565,-24.37569
-25.54808,-23.86048
-24.21919,-22.60045
-23.58781,-21.34725
-23.66427,-20.79557
-24.41527,-21.13020
-25.41851,-22.25346
-26.40208,-24.13344
-27.26323,-26.58117
-27.93709,-29.81108
-28.18518,-33.38226
-27.56825,-35.28342
-26.24834,-32.79620
-24.74765,-28.26719
-23.53987,-24.70198
-22.91726,-22.65785
-22.87287,-22.09008
-23.21531,-22.61118
-23.71697,-23.88532
-24.04009,-24.91874
-23.75365,-24.80277
-22.82503,-23.31180
-21.72688,-21.10608
-20.82467,-19.05838
-20.24136,-17.62550
-20.05264,-17.00864
-20.18160,-17.11067
-20.57189,-17.78630
-21.18472,-18.66546
-21.99284,-19.46494
-22.79207,-20.10346
-23.32345,-20.81011
-23.58781,-21.66565
-23.68856,-22.56120
-23.85221,-23.45660
-24.21058,-24.25805
-24.82122,-25.55310
-25.51800,-27.97021
-26.24834,-31.71041
-26.91551,-35.23734
-27.30616,-36.46970
-27.42374,-35.19150
-27.35547,-32.30166
-26.95675,-29.29367
-26.09728,-26.45765
-24.60686,-23.79048
-22.92839,-21.40938
-21.57303,-19.49991
-20.78977,-18.15132
-20.51545,-17.48944
-20.58039,-17.56321
-20.98054,-18.26129
-21.79831,-19.52497
-22.96934,-21.63040
-24.21058,-24.91874
-25.16503,-28.84930
-25.64908,-30.93934
-25.63892,-29.66468
-25.37410,-27.35547
-24.80738,-25.03155
-24.13344,-22.61835
-23.55981,-20.44542
-23.50408,-19.03463
-23.62797,-18.68138
-23.86875,-19.17812
-24.09089,-20.06332
-24.39326,-20.78396
-24.34941,-21.34106
-24.05276,-21.93634
-23.68856,-22.42347
-23.33901,-22.56120
-23.21531,-22.35367
-23.49615,-22.14420
-24.22781,-22.18842
-25.23739,-22.60045
-26.34686,-23.36630
-27.02194,-24.34067
-27.05174,-25.22771
-26.81617,-25.58834
-26.75827,-25.06472
-26.86862,-23.93104
-27.12367,-22.77746
-27.17802,-22.04971
-27.14778,-21.52550
-27.76690,-21.16651
-29.71321,-21.68816
-34.14478,-24.52168
-45.54808,-33.86564
-43.15030,-33.55723
-35.31427,-25.25194
-32.54541,-21.87692
-31.94839,-20.18973
-33.51944,-20.17349
-37.82336,-22.19183
-51.82341,-27.37404
-44.46388,-46.17248
-38.59978,-31.82341
-37.05384,-26.93316
-37.76168,-25.28597
-42.99924,-25.43832
-50.93934,-27.89094
-36.61209,-35.05543
-31.81308,-42.28099
-29.11773,-30.67263
-27.46747,-26.86278
-26.40208,-24.84434
-25.70513,-23.66831
-25.59338,-22.93211
-26.28106,-22.91726
-27.76042,-24.30579
-29.83572,-27.63822
-32.30166,-33.65882
